name,age,number of not paid past credits,dependents,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,requested_loan_duration,debt-to-income ratio after credit,collateral,estimated seizable assets,y-categorical-default,educational level_bachelor degree,educational level_high school or lower,educational level_post graduate degree,profession_LowSkilled,profession_MediumSkilled,profession_Unemployed_HighSkilled,profession_Unemployed_LowSkilled,profession_Unemployed_MediumSkilled,working sector_Artist,working sector_Cleaning Services,working sector_Construction,working sector_Consultant,working sector_Doctor,working sector_Electrician,working sector_Engineering,working sector_Finance,working sector_IT Support,working sector_Manufacturing,working sector_Nursing,working sector_Research,working sector_Teacher,working sector_Transportation,type of credit_mortgages,type of credit_simple loans,collateral type_house,collateral type_liquid assets,collateral type_none
name33,50,1,0,14506,7316.938842631093,7189.061157368907,0.0,14361.059403462512,0.7495881719692942,24,0.494415982772205,76108,128746.99638696086,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
name34,49,0,0,3496,2414.969690990294,1081.030309009706,0.0,873.0321456791395,0.41121148354555365,12,0.0,0,7134.271427503981,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
name35,33,0,0,1014,590.3277144271746,423.67228557282544,0.0,377.4692425833361,0.9819949285461935,24,0.0,0,1900.865148652734,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
name36,51,1,0,4023,2912.741320551674,1110.258679448326,0.0,1819.309318901736,0.7804360278865028,48,0.17624922680919966,0,7610.390668537789,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
name37,41,1,1,3321,2045.185283978524,1275.814716021476,0.0,2984.0082693053796,0.6606380826168403,36,0.5143612024341775,18869,31895.896431453973,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
name38,59,0,3,9903,8206.117415167968,1696.882584832032,0.0,7451.347213438738,0.3359304411084396,36,0.5810829676468451,24685,48147.09184648009,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
name39,40,0,0,1791,1465.9785002744545,325.0214997255455,0.0,787.1412021852774,0.9602770441669772,48,0.2580232844554617,27096,34054.97328487157,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
name40,41,0,0,2036,1324.4026962001044,711.5973037998956,0.0,1820.8117471707553,0.9452828379116547,60,0.5448008071566108,25338,35669.355061408074,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
name41,59,0,0,9833,8754.183607147395,1078.8163928526046,0.0,4101.209506167462,0.38329991821401754,60,0.30737243092798305,47271,77424.32575141393,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
name42,50,1,0,1909,1843.2987685920425,65.7012314079575,0.0,1222.3458982272543,0.4331292717899098,48,0.6058903440645871,19065,18779.065505413448,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
name43,33,1,0,1328,1203.6220459790175,124.37795402098254,0.0,801.2122098438103,0.7707444196382323,36,0.5096643492641776,12515,13852.561906781692,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
name44,62,1,2,19908,17009.580911026707,2898.4190889732927,0.0,17919.84629906919,0.49245524253965217,24,0.7545422548772301,54226,98389.72799324756,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
name45,56,0,0,9537,6196.967000043221,3340.0329999567793,0.0,5692.495631273971,0.8853058365927136,24,0.24666694257284177,16902,36936.37816504304,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
name46,63,0,1,9971,8438.228574699437,1532.7714253005634,0.0,5218.900166161495,0.8380808131436859,12,0.3696849604714604,76948,117817.83361838384,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
name47,62,0,1,19856,12662.565755557303,7193.434244442697,0.0,14944.332790028511,0.4709042724091183,48,0.3903554867841365,37498,93079.14982395057,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
name48,33,0,0,1665,854.4601458199062,810.5398541800938,0.0,698.583847376513,0.6862191251372824,36,0.0,55049,68127.71674460178,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
name49,34,0,0,1299,705.3779317185806,593.6220682814194,0.0,281.59647093487143,0.4664077761670842,48,0.0,41982,42423.74932495021,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
name50,48,1,0,11619,8997.424883928663,2621.575116071337,0.0,2817.6545970017746,0.43841534216046185,60,0.016875762193858123,69028,104429.04433607895,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
name51,43,0,0,2452,2504.589512798134,-52.58951279813391,0.02144759902044613,2240.797276638759,0.4033483869129253,12,0.9353127199987328,30011,29132.539037013976,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
name52,48,1,0,3153,2258.818160707438,894.181839292562,0.0,2072.007277590754,0.8499553249872318,36,0.37355706891791685,13962,21255.71820676067,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
name53,35,0,0,1302,1274.9275244022854,27.07247559771463,0.0,922.2007989700885,0.9445548171061343,24,0.687502552513344,16337,14846.859990829695,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
name54,48,0,1,3183,1762.1043332111103,1420.8956667888897,0.0,2015.710053429932,0.4276636336473269,12,0.18687225467830423,0,4698.080178474483,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
name55,52,0,0,16799,9091.253428912327,7707.746571087673,0.0,12476.436200957449,0.9150817224873025,12,0.2838674700797533,79826,149422.140855048,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
name56,31,0,0,830,826.1918884175122,3.8081115824877543,0.0,442.11672071707363,0.4581573787730724,24,0.5280826616079348,0,2107.309054140584,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
name57,33,0,1,533,291.2322413585933,241.76775864140672,0.0,334.66130569765096,0.5570315984060443,36,0.1742843284357303,0,863.0630937042282,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
name58,35,0,2,1363,1400.7983433537192,-37.79834335371925,0.0277317265984734,937.3777304799372,0.5111977254282848,48,0.7154630035463364,42079,46080.30851974774,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
name59,33,0,0,1245,1348.3240460226004,-103.32404602260044,0.08299120162457867,1073.7032184383206,0.9019628484349503,60,0.9454034252698161,32997,33006.55197232165,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
name60,65,0,0,19879,11889.429165732914,7989.570834267086,0.0,5389.944387975319,0.5179943918157202,12,0.0,29847,87886.16664917192,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
name61,37,0,0,1438,1330.8078662840182,107.19213371598175,0.0,1059.1887520112439,0.5195432347094682,36,0.6620282463805717,0,3269.759240865976,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
name62,56,1,0,19229,15496.428129495298,3732.571870504702,0.0,18822.741221680786,0.9391946678528309,48,0.7847610042735496,40476,88146.57915677667,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
name63,46,0,1,8268,8693.306554590716,-425.3065545907157,0.051440076752626476,2902.7664137173274,0.7321627498541772,24,0.4025245486584474,63036,92444.28967442375,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
name64,53,0,0,8814,5557.2158453797365,3256.7841546202635,0.0,8326.914675367962,0.663905611904913,24,0.5752360472824708,0,23005.42389830378,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
name65,30,0,0,1000,981.4851237079088,18.51487629209123,0.0,467.0391577692439,0.9166368053805904,12,0.4485242814771527,17484,20918.282954497117,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
name66,64,0,0,19818,22922.51368979296,-3104.5136897929588,0.15665121050524566,6209.308282427904,0.8404448570937836,24,0.4699678056423889,0,44853.3920007026,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
name67,32,0,3,1200,1388.2628131104293,-188.2628131104293,0.15688567759202443,597.8278798035792,0.920961810738112,36,0.6550755774283404,30720,25506.445881578817,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
name68,62,1,1,19964,14105.179806383101,5858.820193616899,0.0,6313.221515132594,0.5062195861007506,36,0.022761035940477594,10528,71898.03071360821,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
name69,40,1,1,1821,978.8057749143915,842.1942250856085,0.0,1813.3011789562695,0.26606621602598274,24,0.5332822371612636,14299,16843.114996913544,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
name70,31,1,0,1222,550.4341370671656,671.5658629328344,0.0,546.594327537509,0.715481643892864,24,0.0,36405,44440.483328330716,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
name71,46,0,1,8516,6965.5630131951375,1550.4369868048625,0.0,1834.0048823709085,0.4897576280520766,12,0.033298249831616486,41943,66961.13023389046,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
name72,47,0,0,5260,4685.143528341082,574.856471658918,0.0,3984.7415486373347,0.8021887021584468,60,0.6482671249008397,34018,42888.65755582194,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
name73,55,0,0,4709,4223.623807409584,485.3761925904164,0.0,4226.6465089309095,0.6320235235495019,12,0.7944935902188348,22279,24664.56872128571,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
name74,51,1,1,15666,15407.127340931562,258.8726590684382,0.0,10311.290621996252,0.6854107824445285,24,0.6416710049104949,68300,99125.6646620343,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
name75,31,1,0,508,556.6722071231716,-48.672207123171574,0.09581143134482593,324.5734233095055,0.38882850885706993,60,0.7347354929777107,0,752.4620215240823,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
name76,34,3,0,1805,1391.1136611649242,413.8863388350758,0.0,1078.9793131092733,0.7819364650394756,24,0.3684725619247632,61076,75090.02782734144,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
name77,36,0,1,536,303.3430728590291,232.65692714097088,0.0,147.73374911743343,0.22164720441870267,24,0.0,21757,25197.97090830706,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
name78,36,0,0,1396,1088.0655159746814,307.9344840253186,0.0,283.3233037036127,0.9784692403499633,24,0.0,36068,40683.250473546555,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
name79,43,0,0,4734,3531.923129002343,1202.076870997657,0.0,1293.689102633947,0.5865915275399484,48,0.019351971194822574,27270,35845.80202453337,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
name80,41,2,1,1952,1272.799668472006,679.200331527994,0.0,1508.547362811926,0.7870232979998546,24,0.4248704053708668,46516,55466.29697458069,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
name81,57,1,2,9673,6933.497061615867,2739.502938384133,0.0,5996.4286606749565,0.24080874000385963,24,0.33670275222690205,44125,70498.41887097002,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
name82,38,1,1,1074,695.2654064452871,378.7345935547129,0.0,590.6288974719982,0.4357661120469147,12,0.19729451016507016,26718,31638.18187116295,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
name83,50,1,0,14577,8974.382796734055,5602.617203265945,0.0,7198.8132683134945,0.8364319743732525,48,0.1095009991800473,41041,61633.02449313349,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
name84,64,1,1,19994,19727.401907222225,266.5980927777746,0.0,10972.866196533845,0.5279149643861993,36,0.5354740474020241,38308,97264.02452486417,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
name85,56,0,3,19198,15596.319746589366,3601.6802534106337,0.0,17735.023223122036,0.9458550380646813,24,0.7361882992869779,16596,51177.91877928213,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
name86,54,0,2,18232,16496.60724154202,1735.3927584579797,0.0,14700.726046019197,0.815522881633413,12,0.7111306103313525,62319,99906.31885110118,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
name87,63,2,0,9935,7860.82329808747,2074.17670191253,0.0,7165.074311914603,0.6606570033347905,12,0.5124204942125891,42822,70138.79180737963,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
name88,37,2,1,1992,911.3864156075939,1080.6135843924062,0.0,1467.3826351000464,0.4917284420541689,36,0.19416117003395592,0,5405.662629421791,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
name89,40,1,0,2894,2219.2070143742258,674.7929856257742,0.0,2850.8812886097203,0.626884392062504,24,0.7519309961934851,51229,65520.00382393719,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
name90,43,1,0,4740,2953.032561350526,1786.967438649474,0.0,2574.839276501192,0.9896283038528866,24,0.16621768731048908,28262,44540.63941221846,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
name91,60,1,0,19719,9351.406752320474,10367.593247679526,0.0,12625.41936443683,0.8086407474378605,24,0.11450003127731141,24582,73742.56371852837,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
name92,53,0,1,17546,14144.245635409186,3401.7543645908136,0.0,12476.220522254225,0.550555490949264,36,0.5171814748468831,48997,90595.59580974957,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
name93,43,0,1,4755,5261.993314287119,-506.99331428711866,0.10662319963977258,1564.1630748793493,0.41786047002791843,36,0.4355744246406873,18794,30837.400313628885,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
name94,39,0,0,1213,673.2380998677579,539.7619001322421,0.0,648.0331560334663,0.8467684146300484,60,0.08925907329037445,20126,22988.91756712791,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
name95,36,0,1,1073,1130.5158648568151,-57.51586485681514,0.05360285634372334,938.3576372884746,0.6540210736281795,12,0.9281206916545105,0,1763.3792262357526,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
name96,43,0,1,1724,911.0625790802642,812.9374209197358,0.0,526.6630095179403,0.519538385331423,48,0.0,0,2880.853575109542,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
name97,34,3,0,1650,1154.4166680032547,495.5833319967453,0.0,425.70413591399165,0.30337298373434196,24,0.0,30895,36139.100947027124,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
name98,44,0,0,1949,798.6226478936734,1150.3773521063267,0.0,1830.3482279026011,0.6970379101359223,36,0.3488819270375959,9032,12158.269273351634,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
name99,62,0,0,9903,8710.537207945074,1192.4627920549265,0.0,9248.856704675165,0.3969408982835831,24,0.8135306384550377,15730,39068.672022003055,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
name100,47,0,1,9908,7060.817976200374,2847.182023799626,0.0,5255.606506042863,0.6462003247545294,12,0.24307877293532867,54091,81990.4533426319,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
name101,54,0,0,9109,8115.540875977669,993.4591240223308,0.0,3262.27266226401,0.3525624115170873,24,0.2490738322803468,0,19821.830816149475,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
name102,36,1,0,544,469.637958076681,74.362041923319,0.0,128.40386608592846,0.23916576663155323,48,0.09934158853420856,18597,19672.455070542852,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
